"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500","V501","V502","V503","V504","V505","V506","V507","V508","V509","V510","V511","V512"
1,25,22,15,0,1,52,8,11,7,8,12,12,4,0,9,5,19,0,0,7,5,1,3,0,3,3,0,4,6,0,3,4,1,7,19,4,0,10,3,45,40,0,46,17,6,10,34,1,18,10,2,10,12,6,3,6,20,1,28,5,11,2,6,3,1,10,12,2,4,28,17,9,26,20,1,20,18,1,0,4,11,0,1,4,0,21,6,15,36,24,23,3,8,1,1,7,0,3,2,0,3,10,3,6,1,1,0,0,7,6,4,21,0,4,0,3,0,4,9,3,14,1,11,0,3,6,2,6,5,0,0,4,5,5,7,3,7,12,2,18,15,33,2,0,7,5,42,1,2,2,12,21,3,6,1,0,0,6,5,2,13,6,7,1,0,21,14,0,7,27,0,1,1,7,3,0,5,4,8,8,6,15,6,32,0,0,13,4,0,2,3,11,25,49,17,4,17,10,0,11,10,3,18,37,0,16,30,5,7,0,11,4,0,1,25,15,4,2,17,0,1,2,15,1,5,0,2,4,0,0,2,0,3,3,2,4,0,2,1,6,0,4,0,2,0,3,1,13,12,3,4,1,6,1,1,3,3,0,3,0,0,3,1,3,0,0,2,3,0,1,8,4,3,13,0,0,8,2,2,0,13,5,2,4,0,3,10,0,0,2,2,2,0,1,8,5,1,10,4,4,8,0,4,2,1,0,3,2,5,6,5,6,1,0,2,0,0,2,0,2,32,8,0,0,8,2,6,2,1,0,1,6,1,0,0,0,0,0,3,0,5,0,0,3,0,2,2,5,6,3,4,5,10,6,0,1,3,0,6,0,0,2,0,0,1,5,1,0,1,0,17,4,0,1,1,1,2,0,8,3,11,7,0,17,1,0,0,3,7,11,12,21,1,0,5,0,2,6,2,0,6,3,0,3,14,2,1,4,11,70,44,5,0,0,3,2,6,0,7,5,3,0,0,6,42,3,2,4,1,7,0,6,0,0,1,4,13,1,2,2,4,7,21,14,1,0,0,1,0,2,1,0,1,1,2,10,0,3,4,1,2,0,1,3,0,2,3,2,1,0,5,0,2,2,1,6,2,5,4,7,2,0,4,5,1,1,3,2,1,0,0,0,4,0,0,1,7,0,2,0,1,0,10,1,8,3,11,8,15,0,0
10,8,11,7,9,6,2,15,13,3,1,7,10,13,9,8,3,3,4,3,1,1,5,2,11,10,14,31,10,5,14,8,8,14,17,6,8,6,3,0,3,1,9,0,1,0,4,4,2,6,2,5,9,9,12,2,5,19,10,10,8,16,2,2,20,3,13,14,6,8,22,8,8,7,8,11,2,5,8,11,2,6,0,9,13,10,17,28,12,10,10,6,4,2,1,5,16,4,2,3,13,8,2,3,4,4,0,1,6,7,6,9,4,5,1,1,2,5,4,2,4,15,6,1,1,0,3,4,2,4,11,9,10,10,7,11,8,10,5,8,6,4,3,5,6,7,3,10,3,19,3,10,12,6,7,19,4,2,35,13,4,17,5,2,6,6,13,3,7,4,0,4,3,1,4,3,12,2,0,3,17,7,2,10,13,8,17,20,6,5,5,8,8,6,2,3,3,13,14,3,6,6,19,12,5,11,3,10,3,17,19,35,15,21,4,4,3,5,7,5,2,7,9,3,21,3,3,5,11,15,9,20,13,10,16,10,11,8,16,7,7,8,5,1,10,13,9,13,13,21,5,23,9,25,42,16,12,8,6,8,8,0,13,14,11,12,20,22,1,27,16,11,12,17,11,4,15,20,5,6,4,8,0,2,16,3,1,11,9,26,13,24,11,3,9,15,15,3,14,11,21,5,6,13,11,2,13,8,5,3,4,4,9,6,1,8,4,2,15,10,8,19,12,27,22,30,3,12,10,5,6,7,19,7,25,23,9,19,8,10,12,28,7,12,6,13,9,9,12,15,8,18,5,2,11,11,5,4,21,24,1,8,5,6,0,4,4,6,15,11,26,13,18,20,25,19,11,16,27,14,23,19,42,4,12,3,7,10,6,9,9,3,14,9,12,3,2,3,5,4,6,5,10,13,2,2,6,3,5,4,2,7,1,2,1,4,11,4,6,11,15,2,14,1,3,4,12,11,16,15,9,14,16,17,15,22,24,17,4,28,2,5,10,5,0,4,13,7,29,14,26,22,10,12,1,5,17,20,4,5,6,5,26,19,10,14,13,13,3,13,25,13,12,22,11,5,5,9,10,15,3,4,5,8,4,1,14,1,19,20,5,4,15,3,5,2,12,13,0,11,8,7,0,9,21,15,7,19,7,4,6,5
15,8,19,0,14,23,5,5,0,3,12,17,10,3,4,5,14,14,2,6,21,2,2,7,55,13,21,10,12,13,15,19,4,34,11,9,22,15,9,8,7,3,18,8,0,6,4,3,2,9,0,11,7,8,0,8,3,5,2,4,3,3,0,2,0,4,9,17,19,2,37,4,11,13,15,3,2,5,2,6,7,14,3,16,6,45,16,20,21,31,7,3,13,23,3,22,10,12,7,4,17,12,2,15,2,0,3,2,3,8,0,12,22,10,8,3,3,1,6,9,13,16,8,5,3,3,1,6,6,10,2,13,12,48,17,12,4,1,28,7,6,24,28,11,3,47,9,19,10,1,5,19,12,29,12,13,24,25,43,23,16,3,11,6,3,3,4,10,20,17,12,20,7,2,7,3,115,7,7,20,11,7,20,3,36,69,50,43,6,4,27,24,6,14,6,22,5,1,29,24,26,15,40,11,6,8,2,6,53,65,4,5,25,8,2,22,20,30,0,13,22,37,22,11,10,0,5,8,3,3,2,3,20,10,50,1,21,23,9,14,12,10,0,3,10,1,3,13,14,22,24,27,11,0,16,14,30,16,28,48,68,14,29,41,7,18,29,31,18,67,16,49,16,17,2,0,6,42,17,0,7,11,0,1,23,3,17,6,19,10,3,25,22,2,0,2,14,4,5,2,11,28,52,4,3,1,9,6,11,1,1,2,25,8,11,28,3,7,11,12,36,27,34,8,52,20,11,10,35,2,0,11,4,27,8,27,20,37,16,22,86,48,18,36,37,5,4,21,41,53,7,33,6,5,22,7,9,8,2,10,16,15,20,10,2,11,9,4,27,16,79,31,5,4,26,18,57,19,46,86,51,19,3,2,4,0,18,11,4,12,18,7,14,16,4,2,2,3,11,1,6,8,11,1,1,7,1,5,3,3,3,11,3,2,7,21,1,4,6,13,9,14,1,9,18,8,5,2,12,7,3,2,19,17,28,49,34,15,7,40,16,20,3,15,12,5,21,0,6,12,28,22,9,2,2,3,21,6,13,3,10,4,19,7,14,0,11,17,4,2,38,47,12,2,12,3,19,24,1,18,3,0,1,2,4,1,9,6,4,17,1,4,3,19,5,1,9,4,0,3,2,5,3,1,2,2,1,3,0,2,4,4
0,6,0,0,0,0,3,3,14,7,4,0,3,8,8,6,8,2,0,1,12,1,4,0,0,12,1,14,6,11,10,0,3,0,1,19,0,5,0,3,7,35,24,10,4,1,12,29,2,2,0,0,16,26,15,15,4,7,9,9,0,7,1,0,0,1,0,3,0,0,6,0,25,4,5,1,8,0,0,6,7,8,3,5,3,0,13,7,0,4,6,0,1,8,0,0,2,1,0,0,5,1,0,1,0,7,0,0,1,4,2,0,2,2,0,1,1,0,4,15,0,1,7,3,0,6,4,0,0,7,6,0,4,0,1,0,6,3,0,1,1,1,0,0,1,2,3,12,0,11,1,5,2,0,12,3,1,4,7,7,1,3,4,7,6,0,1,6,6,0,0,0,1,2,0,4,0,1,0,3,12,3,4,7,2,1,5,8,0,1,1,0,11,0,4,2,2,3,1,9,4,4,2,5,0,3,0,0,0,14,1,14,1,2,3,2,3,4,0,7,7,3,7,1,1,2,2,27,1,20,20,0,5,16,16,1,2,15,3,0,3,0,7,4,12,2,16,1,2,0,7,3,10,32,0,5,0,2,4,18,2,0,1,1,0,1,2,4,6,1,0,0,0,5,2,1,2,7,0,1,1,5,1,0,2,1,3,4,0,5,5,1,0,1,2,2,2,0,16,6,9,2,26,2,0,3,0,0,14,42,0,0,2,1,5,2,0,0,3,0,2,1,5,5,1,4,0,3,6,0,0,0,1,0,0,2,0,0,2,0,0,1,0,1,6,7,1,1,0,0,18,4,5,7,13,0,2,0,5,4,3,1,6,0,2,1,1,4,2,4,4,0,2,1,6,0,3,1,1,2,2,0,0,1,6,6,3,4,22,3,0,11,6,10,7,13,12,1,30,3,4,0,2,3,1,0,1,1,0,3,0,1,0,0,0,0,5,9,5,0,22,19,0,20,14,4,3,8,1,5,0,3,0,0,8,4,0,6,0,4,6,0,1,1,11,14,5,0,0,0,0,1,3,2,0,1,3,3,5,4,0,5,0,0,1,1,1,7,1,0,0,0,3,2,3,7,10,5,3,1,7,6,7,0,0,2,0,0,4,0,2,0,2,0,0,3,10,3,1,0,0,10,8,3,0,5,1,2,11,0,9,1
4,2,3,2,4,2,2,2,4,3,1,1,3,2,3,7,7,10,1,3,2,3,1,9,6,7,8,1,6,2,3,11,6,4,3,0,5,2,0,3,0,5,1,0,0,3,1,3,8,3,2,3,2,0,0,0,6,5,2,0,4,0,3,13,2,2,2,1,2,11,5,0,5,0,1,1,2,1,2,1,2,3,5,2,3,7,3,1,2,5,8,4,2,0,3,4,9,1,1,18,5,8,9,5,8,0,2,1,1,4,5,2,8,20,4,0,1,13,17,28,1,7,4,10,3,2,16,5,1,0,3,10,1,2,4,4,9,7,0,0,0,2,1,3,2,10,0,2,1,4,3,2,3,4,7,6,7,6,27,12,13,15,5,7,9,1,4,0,2,1,2,0,5,2,0,1,5,9,3,0,19,2,6,12,9,2,16,14,4,15,1,2,1,9,0,2,6,6,17,1,7,3,16,7,9,4,4,4,0,6,3,0,4,0,8,4,5,0,4,1,6,2,3,1,10,9,2,1,6,1,1,4,4,5,10,3,5,4,3,2,18,4,5,0,8,1,6,15,5,1,3,5,10,11,40,3,24,9,11,25,25,2,14,15,2,1,3,6,5,0,7,3,5,3,4,14,30,6,3,13,4,19,4,3,11,16,7,13,0,25,41,14,22,43,70,69,2,17,5,9,5,15,28,22,31,12,1,3,7,24,18,6,211,3,58,47,2,26,56,58,16,4,8,8,17,18,11,21,17,8,1,1,1,2,7,8,6,5,8,8,9,2,6,8,9,6,4,8,20,29,8,2,1,0,2,2,1,5,6,2,5,0,16,2,2,5,11,3,5,4,6,7,17,9,5,2,0,2,5,4,1,7,0,1,0,0,1,5,5,10,11,3,5,5,2,4,3,4,5,1,6,1,0,3,4,1,1,0,3,6,4,2,0,0,5,1,9,2,0,1,3,2,6,9,0,2,0,2,3,0,4,8,0,5,5,11,4,0,2,3,3,6,1,1,4,3,4,6,36,6,6,15,12,33,7,8,3,4,3,2,0,3,21,8,11,1,10,10,0,2,8,5,2,1,1,0,9,2,39,0,3,5,1,1,6,1,0,2,7,3,0,6,0,6,8,1,4,6,8,3,1,7,0,0,7,3,4,2,2,6,2,10
3,3,2,0,1,1,1,0,0,0,1,1,5,12,1,3,0,4,0,1,1,2,4,5,9,2,1,1,3,4,1,1,6,1,1,4,5,0,4,2,14,8,0,0,1,10,18,2,2,2,11,17,4,8,2,1,3,6,0,6,6,7,5,7,6,0,0,2,0,1,4,6,8,1,7,0,12,14,0,2,2,4,4,3,0,0,3,3,11,4,2,5,9,1,0,1,0,1,0,0,2,1,1,2,2,3,1,7,0,4,7,23,6,1,1,0,0,4,3,14,1,8,3,26,0,0,1,2,1,1,0,2,4,31,4,5,0,1,1,0,0,23,1,5,5,1,1,1,2,3,5,4,5,0,1,17,3,4,4,4,1,1,1,3,4,2,11,1,4,1,0,5,12,4,6,9,24,34,36,14,8,0,3,6,13,10,12,24,2,7,2,4,9,4,1,6,1,2,6,5,1,0,3,1,2,0,3,11,11,19,7,19,21,9,2,7,4,8,1,12,0,1,0,0,4,1,4,0,2,2,9,0,0,6,2,2,15,11,14,3,2,1,1,3,0,1,10,5,2,0,3,0,2,4,2,5,9,16,9,5,15,1,11,7,4,3,35,13,9,5,2,1,54,25,6,7,32,19,11,4,19,3,27,22,8,5,17,6,3,7,13,5,17,4,0,2,1,0,4,0,0,4,5,0,41,21,29,44,33,27,3,19,21,17,5,35,2,37,32,64,4,8,2,2,2,1,2,4,16,4,0,10,5,0,1,0,18,21,27,20,31,42,9,35,24,14,24,2,17,7,74,22,10,3,1,3,2,9,12,9,19,2,28,1,3,5,2,13,9,1,3,0,1,1,7,3,7,6,26,34,33,69,30,3,1,0,1,0,3,3,4,6,5,1,1,3,1,2,1,0,2,5,1,13,1,2,0,0,2,1,1,0,3,0,3,0,1,0,1,2,6,0,4,12,5,4,0,0,1,5,1,3,5,6,0,1,1,1,0,0,0,5,0,2,0,1,5,5,1,2,0,1,2,0,1,1,2,2,2,2,0,0,2,0,0,0,0,1,1,1,5,1,1,3,0,0,3,0,1,0,3,1,1,3,6,0,1,0,34,1,3,0,14,12,1,0,0,2,1,3,7,0,0,2,0,2,2,2,1,3,1,1
2,16,16,3,18,7,31,11,15,12,13,24,20,13,11,10,4,16,16,9,18,19,12,29,28,14,26,37,22,38,42,20,17,41,38,69,28,43,26,28,18,18,31,31,18,10,40,33,20,14,15,33,17,14,23,21,20,31,19,27,5,24,17,10,16,22,26,28,7,23,39,25,34,12,18,21,32,44,15,35,18,11,33,42,13,22,63,42,22,25,12,15,11,4,21,38,26,11,7,13,28,17,31,24,11,15,6,16,28,43,9,18,21,14,11,16,33,7,19,18,28,15,28,24,19,5,18,17,28,18,0,8,13,24,12,21,18,40,20,16,9,19,18,14,19,28,19,51,14,40,33,41,9,15,17,26,9,11,22,22,27,45,16,15,16,11,36,22,16,19,13,13,12,10,20,18,28,9,3,19,34,18,18,14,26,16,10,34,12,4,18,14,17,18,10,12,18,25,29,10,21,10,19,16,30,28,29,19,22,12,38,35,9,15,11,18,10,10,22,12,24,21,12,42,30,17,7,10,23,18,22,19,17,26,10,21,23,8,7,2,15,12,12,10,6,17,2,5,24,15,15,35,8,18,25,11,10,17,13,6,21,9,19,11,14,10,12,12,5,28,11,30,24,25,37,10,26,20,16,19,17,24,10,22,31,8,26,15,18,19,25,22,15,13,25,36,20,12,22,7,20,29,29,17,31,13,24,32,15,8,22,21,25,29,28,22,6,26,34,24,27,27,25,23,13,19,19,13,21,10,11,9,12,18,9,16,21,35,13,9,16,9,33,16,15,16,21,3,17,5,24,29,27,33,16,13,15,10,22,31,11,16,23,4,4,12,4,12,30,21,28,6,28,17,17,5,17,15,24,15,35,35,26,6,19,9,12,8,15,34,15,6,20,12,19,12,8,22,12,10,11,7,8,1,14,3,8,18,10,2,9,7,14,11,12,8,14,7,5,4,15,13,19,12,9,5,11,6,20,32,10,27,11,4,11,10,23,11,9,20,4,10,13,15,7,10,11,11,15,7,22,30,20,14,10,5,33,33,18,5,20,15,25,18,12,17,13,13,36,30,31,32,31,20,13,10,33,22,29,16,21,5,42,20,27,9,18,20,11,9,16,4,19,15,19,15,15,17,18,12,16,20,6,5,29,16,22,29,17,19,9,24
5,9,2,7,1,1,4,6,2,4,2,9,2,8,1,7,4,2,0,2,5,1,5,5,7,6,5,6,4,4,3,4,1,0,19,12,4,2,5,2,2,0,5,0,0,1,2,2,4,3,3,3,2,6,2,8,7,5,3,16,6,5,1,5,19,3,3,8,7,13,11,10,2,1,1,3,4,8,4,1,3,15,6,3,15,10,6,5,2,11,5,5,2,4,1,6,11,4,2,5,3,1,6,4,18,11,17,4,14,4,15,26,5,5,4,1,3,0,7,8,10,6,2,3,20,2,19,11,1,2,0,1,0,1,1,1,9,5,0,4,1,0,1,0,0,5,1,6,4,5,1,5,2,1,4,3,2,13,3,2,3,2,2,1,1,4,3,4,2,2,0,1,3,7,3,2,5,2,0,7,1,2,3,0,5,7,6,8,4,2,9,4,4,4,4,1,3,4,6,1,1,7,10,13,5,3,1,6,1,11,11,14,3,1,12,3,7,3,3,0,1,0,9,8,27,37,9,8,36,8,8,26,4,11,6,6,12,15,0,8,0,1,5,8,5,1,6,12,11,10,16,20,9,13,8,6,18,7,3,7,19,3,8,8,5,4,14,19,0,9,2,1,3,9,8,12,13,2,1,5,0,2,10,1,2,3,3,5,1,6,3,2,5,4,15,34,0,1,16,10,6,0,23,2,25,10,4,17,6,4,15,5,32,14,9,6,1,14,20,12,7,3,0,5,11,3,1,11,1,5,3,2,2,9,10,7,3,4,6,10,5,13,0,16,7,1,0,2,2,0,1,4,12,5,17,3,21,6,14,28,5,10,2,5,1,4,8,1,8,1,12,2,8,4,11,8,3,26,3,12,3,1,14,3,3,2,15,4,3,16,6,0,4,2,0,0,7,3,2,6,3,1,1,1,4,0,1,2,5,2,0,5,2,1,3,5,12,3,12,15,4,3,4,1,2,5,3,3,3,1,4,1,11,9,8,20,8,7,5,3,4,3,2,5,4,2,2,0,6,7,11,26,5,1,11,0,4,17,8,19,5,11,14,29,11,7,0,21,4,8,11,8,19,4,5,26,29,12,25,21,1,15,13,6,0,0,5,9,9,1,9,8,5,4,14,4,30,38,4,20,11,9,7,3,5,2,4,2,2,15,4,3
0,25,0,0,15,0,0,0,0,0,4,13,25,11,0,0,0,0,3,0,19,0,6,0,0,4,11,11,0,5,0,0,0,0,0,26,0,0,0,0,30,61,48,3,9,15,13,0,15,0,0,0,0,0,7,5,0,0,0,1,26,0,2,10,7,0,3,0,0,0,20,15,13,0,44,8,0,0,0,11,0,0,20,13,0,8,2,19,0,21,0,0,37,0,0,4,10,3,0,6,0,0,1,0,0,0,0,5,13,0,1,2,10,0,7,13,0,0,0,26,0,0,0,21,10,0,1,12,16,23,9,0,8,0,0,3,6,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,10,3,0,7,14,2,0,15,3,5,0,0,0,0,13,0,0,0,0,0,0,8,8,4,1,0,0,0,5,0,1,9,2,0,0,0,0,5,16,0,6,3,3,0,23,0,12,16,6,0,0,3,17,14,65,4,7,0,22,0,0,0,5,27,35,0,0,0,0,16,4,0,25,66,0,0,3,0,8,0,59,0,8,55,0,0,17,0,2,4,0,0,1,7,0,0,14,11,5,3,1,9,5,2,5,6,8,18,15,18,0,0,13,25,4,0,6,0,0,3,0,12,11,0,0,0,0,5,0,0,0,4,2,0,4,0,15,11,14,25,10,17,0,0,6,0,10,13,12,0,1,24,21,0,3,86,0,3,0,0,13,0,0,31,1,48,0,7,5,0,0,6,5,11,1,3,0,0,0,7,0,0,0,6,8,10,15,13,23,2,0,3,0,9,2,8,0,0,0,6,0,23,7,0,22,1,0,1,4,13,4,3,0,0,10,0,20,9,0,0,1,1,16,2,10,0,8,2,6,2,0,0,0,4,2,19,0,0,10,6,8,11,18,27,0,8,3,0,0,15,0,0,0,0,4,2,0,26,0,1,5,0,0,20,3,7,22,41,1,20,0,3,0,4,24,30,21,56,10,9,0,6,0,0,0,29,0,1,0,2,15,2,27,8,1,0,11,3,11,0,11,0,0,3,6,0,1,0,45,19,0,0,1,9,7,0,4,3,19,2,0,11,0,0,3,8,0,19,6,13,30,30,0,3,0,4,0,17,44,30,3,0,3,21,0,0,0,0,21,14,0,0,13,19,0,0,55,27
19,14,37,12,15,29,92,41,19,14,10,7,24,13,16,4,9,8,21,12,12,20,1,32,10,1,7,22,7,8,12,9,21,12,25,40,4,5,1,0,22,36,99,37,3,6,4,39,5,20,1,6,1,5,11,0,19,15,12,27,6,20,15,1,43,28,5,3,24,48,75,13,10,53,29,57,14,7,63,13,11,35,24,11,29,43,24,29,23,9,4,8,33,3,26,48,13,3,1,2,23,16,11,17,7,0,9,3,9,7,2,11,10,12,15,6,22,9,11,5,32,35,16,20,21,5,8,6,79,16,13,2,13,9,13,1,28,20,6,7,6,8,24,10,3,7,6,4,10,2,8,10,11,4,6,2,6,3,12,8,4,10,2,1,7,13,2,10,11,3,5,3,1,0,7,2,0,1,1,2,8,1,4,0,1,6,3,6,1,3,6,4,16,33,14,24,8,42,20,17,35,24,18,5,37,26,8,25,129,12,31,24,29,28,34,116,11,39,18,99,25,38,63,61,62,34,15,18,31,10,61,47,48,14,56,32,72,77,53,32,5,2,33,45,9,25,0,7,29,24,18,37,10,7,16,11,0,1,3,5,14,11,18,21,5,2,5,8,1,25,7,2,7,0,0,8,3,2,1,2,4,2,6,2,5,3,4,16,2,5,5,7,5,6,3,12,8,13,7,12,2,11,2,3,12,10,15,3,12,27,10,0,3,6,4,3,9,10,5,16,5,4,3,11,20,2,3,7,4,0,2,8,4,4,4,0,3,17,0,2,16,8,6,0,3,8,4,3,1,10,10,6,8,12,10,7,20,4,5,4,2,6,0,8,1,5,0,10,27,17,20,45,16,10,10,4,20,24,7,23,2,13,14,2,42,15,6,2,7,4,20,14,17,3,3,2,4,2,2,1,14,8,25,33,24,12,1,2,71,34,67,75,2,7,5,3,11,20,18,24,8,22,19,9,18,20,42,29,85,89,24,21,3,3,21,5,15,8,27,13,3,3,7,3,3,13,16,6,2,3,8,15,7,9,6,4,23,62,6,10,11,26,34,4,7,6,1,1,6,6,9,9,12,18,10,7,3,1,8,3,7,23,17,18,7,2,1,13,2,7,4,6,0,6,15,6,16,30,8,18,11,19,14,7,7,4,2,30,17,25,28,17
18,8,8,7,6,7,8,12,23,14,6,33,13,20,8,9,18,14,24,15,19,34,36,37,8,6,16,7,10,4,6,5,4,8,16,5,5,8,7,8,16,9,12,10,3,9,9,22,7,5,7,19,5,4,16,6,30,21,12,16,9,9,6,3,8,3,2,17,6,7,6,6,6,6,12,7,5,9,12,15,23,18,15,8,7,24,24,35,22,10,13,14,11,13,16,15,23,15,3,13,28,33,7,3,31,44,6,8,1,5,9,8,2,5,5,5,1,2,4,14,6,10,9,8,13,5,12,4,11,5,2,3,3,4,5,9,30,17,19,9,13,18,9,7,8,6,6,26,12,17,8,16,4,4,9,6,3,6,11,6,11,19,22,19,8,25,22,14,10,21,12,12,42,30,11,26,48,28,15,39,37,33,9,22,47,82,62,64,21,60,27,62,14,16,21,22,6,17,12,1,8,17,4,12,10,25,18,20,23,20,34,13,15,7,15,17,17,16,14,8,18,29,4,9,54,23,10,18,19,26,29,20,22,29,41,49,38,27,7,19,16,15,6,16,10,7,9,9,14,6,7,11,3,5,19,4,11,13,22,16,16,11,5,13,7,11,10,5,5,14,28,24,25,19,35,49,18,31,12,22,20,12,8,7,11,8,12,5,8,6,5,18,9,12,10,21,34,27,19,12,12,25,36,34,13,11,5,13,11,7,11,31,24,18,5,16,1,7,18,10,20,10,23,47,26,36,22,29,25,14,20,16,40,37,41,37,44,102,32,34,36,22,71,56,30,21,49,14,8,16,9,19,16,25,18,12,16,15,27,45,29,28,23,9,1,8,22,10,13,13,10,11,9,9,23,10,8,5,1,5,31,17,20,10,24,15,36,27,23,48,9,8,42,25,37,19,17,39,42,15,41,7,14,8,48,28,11,56,21,8,27,13,25,19,22,46,21,22,28,20,35,22,15,18,44,24,11,23,16,25,15,49,31,25,37,10,15,5,12,23,29,52,33,26,29,38,20,39,75,13,25,25,12,14,19,17,13,25,11,22,21,24,23,20,29,26,33,31,33,43,16,26,21,21,46,39,44,31,29,40,37,30,40,24,61,44,113,72,54,62,20,42,31,49,30,31,25,30,33,34,36,24,41,26,28,11,7,23,47,37,20,25
0,3,0,0,0,0,2,1,0,2,1,0,1,0,1,1,0,1,0,1,0,0,2,2,0,2,0,0,1,3,0,1,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,2,4,0,0,3,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,1,4,0,0,1,0,1,2,0,0,0,3,1,1,0,0,0,1,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,0,1,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,2,1,1,4,1,4,3,2,2,0,2,2,0,6,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,1,1,3,1,1,0,1,0,0,0,1,0,0,0,0,2,1,3,1,0,0,0,2,0,2,0,1,0,6,0,1,2,6,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,3,3,2,1,0,3,0,0,0,0,1,1,0,0,0,0,1,1,2,0,1,1,1,1,0,1,2,0,0,0,2,1,1,0,0,0,3,1,0,0,0,0,0,1,1,2,0,0,0,4,0,7,0,1,0,0,5,0,1,0,0,3,1,0,1,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,3,1,0,0,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,2,1,3,1,2,1,0,0
