Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Regulation Of Ruffle Assembly (GO:1900027),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.7645072413143242
Regulation Of Viral Life Cycle (GO:1903900),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.7645072413143242
ERK1 And ERK2 Cascade (GO:0070371),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.7645072413143242
Protein Exit From Endoplasmic Reticulum (GO:0032527),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.3557674703168306
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.5411726907980937
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.6593531280815934
Fat-Soluble Vitamin Metabolic Process (GO:0006775),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.6593531280815934
Response To Purine-Containing Compound (GO:0014074),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.6593531280815934
Stress Granule Assembly (GO:0034063),0.286597929103604,0.3009670083378855,0.3017658989979425,0.2896522546845866,0.2980013593151163,0.295396890087827,0.6593531280815934
Positive Regulation Of Mononuclear Cell Migration (GO:0071677),0.317581597839384,0.3251006253280807,0.3251881490694995,0.3177370284035983,0.2066259881727942,0.29844667776267136,0.6593531280815934
Cellular Response To Hexose Stimulus (GO:0071331),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.6593531280815934
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.6593531280815934
Regulation Of Monocyte Chemotaxis (GO:0090025),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.556652912742583
ATP Biosynthetic Process (GO:0006754),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.7723901070284632
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.7723901070284632
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.7723901070284632
Organophosphate Ester Transport (GO:0015748),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.556652912742583
Ventricular Cardiac Muscle Tissue Development (GO:0003229),0.289711116117152,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3021674442723597,0.2987832477717616,0.6593531280815934
Intracellular Protein Transmembrane Transport (GO:0065002),0.2370914379365691,0.3794192198613891,0.2503039514684358,0.2380545074196623,0.3913180906535961,0.29923744146793047,0.6343316146844947
Ventricular Septum Development (GO:0003281),0.3379050707676527,0.344774743809604,0.3482026853710146,0.2380545074196623,0.2353457425764912,0.30085654998888495,0.6593531280815934
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.5782708238704584
Acute Inflammatory Response (GO:0002526),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.5782708238704584
Protein Targeting To Lysosome (GO:0006622),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.7787815190077736
Negative Regulation Of Protein Polymerization (GO:0032272),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.6593531280815934
Regulation Of Vasoconstriction (GO:0019229),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.7787815190077736
Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426),0.294762129566403,0.3079634465873495,0.3106455544391795,0.2977338346649303,0.3065256753409016,0.30352612811975277,0.7787815190077736
Positive Regulation Of Lamellipodium Organization (GO:1902745),0.317581597839384,0.2295159560413001,0.3251881490694995,0.3177370284035983,0.3292311695211939,0.30385078017499517,0.6593531280815934
'De Novo' Post-Translational Protein Folding (GO:0051084),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.2158783031181253,0.30406852854435396,0.6593531280815934
Intracellular Protein Transport (GO:0006886),0.4475786060697047,0.3299585977207729,0.2649396075491865,0.2499695964040942,0.2353457425764912,0.30555843006404987,0.5105202221584255
Cellular Response To Organonitrogen Compound (GO:0071417),0.292169006515445,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3126794452104198,0.3056373616201612,0.6593531280815934
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),0.2343168117999402,0.3251006253280807,0.3251881490694995,0.3177370284035983,0.3292311695211939,0.3063147568244625,0.6593531280815934
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.6593531280815934
Peptidyl-Proline Modification (GO:0018208),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.6593531280815934
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.6593531280815934
Regulation Of Chromatin Organization (GO:1902275),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.7839834509710623
DNA Synthesis Involved In DNA Repair (GO:0000731),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.7839834509710623
Regulation Of Peptidase Activity (GO:0052547),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.6019319011913519
Microtubule Polymerization Or Depolymerization (GO:0031109),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.7839834509710623
Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),0.2984760069385212,0.309989154905667,0.3110734182112096,0.3022757832580647,0.3120043862582166,0.3067637499143358,0.4076551092723837
Regulation Of Wnt Signaling Pathway (GO:0030111),0.5660206884573866,0.245658214849648,0.2503039514684358,0.2380545074196623,0.2353457425764912,0.30707662095432475,0.6593531280815934
DNA Metabolic Process (GO:0006259),0.3988434410731965,0.2972787676551901,0.3010018347158921,0.2384210420706499,0.3021674442723597,0.30754250595745763,0.6593531280815934
Pyroptosis (GO:0070269),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.7880666186950718
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.7880666186950718
Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.7880666186950718
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.7880666186950718
Regulation Of Bone Resorption (GO:0045124),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.6593531280815934
Protein Depolymerization (GO:0051261),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.6593531280815934
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.6593531280815934
Negative Regulation Of Cytoskeleton Organization (GO:0051494),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.7880666186950718
Golgi To Plasma Membrane Protein Transport (GO:0043001),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.6593531280815934
Regulation Of Protein Targeting To Membrane (GO:0090313),0.3008988633223918,0.3112389994328524,0.3110734182112096,0.3031175659216544,0.3126794452104198,0.3078016584197056,0.6593531280815934
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),0.3493950484412714,0.3576882046103257,0.3594177752315337,0.2380545074196623,0.2353457425764912,0.3079802556558569,0.7006442454170451
Positive Regulation Of DNA Metabolic Process (GO:0051054),0.2984760069385212,0.3112389994328524,0.3110734182112096,0.3042588644580146,0.3181156857453409,0.30863259495718776,0.6678907590769687
Arachidonic Acid Metabolic Process (GO:0019369),0.2370914379365691,0.4051713491801194,0.2503039514684358,0.2384210420706499,0.4142927319002837,0.30905610251121163,0.6593531280815934
Positive Regulation Of Protein Secretion (GO:0050714),0.4714411831188265,0.2702341914104999,0.2735826024520059,0.2639390407271239,0.2704756127940768,0.3099345261005066,0.7293731172115524
DNA Repair (GO:0006281),0.4029776808832622,0.3009670083378855,0.3017658989979425,0.2384210420706499,0.3065256753409016,0.31013146112612827,0.6593531280815934
Cardiac Muscle Contraction (GO:0060048),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.2257119436689534,0.3377141381844019,0.3108944085528761,0.6623396613508814
Positive Regulation Of B Cell Proliferation (GO:0030890),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.7945316020279338
Response To Interferon-Beta (GO:0035456),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.7945316020279338
Positive Regulation Of Endopeptidase Activity (GO:0010950),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.4241424045465394
RNA Biosynthetic Process (GO:0032774),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.6593531280815934
Positive Regulation Of Calcium Ion Transport (GO:0051928),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.6593531280815934
Glycolytic Process (GO:0006096),0.3052461775793906,0.3152600402986634,0.3156755688116265,0.3067836108184334,0.3181156857453409,0.31221621665069094,0.6395811809624362
Substantia Nigra Development (GO:0021762),0.3565882285390487,0.3643343813890305,0.3676014209426471,0.2380545074196623,0.2353457425764912,0.31238485617337597,0.7143195289416082
Regulation Of Blood Circulation (GO:1903522),0.3235105467116647,0.3368434840218673,0.337006806999152,0.2263351533641991,0.3407716923713348,0.3128935366936436,0.6678907590769687
Positive Regulation Of Immune Response (GO:0050778),0.2630336609440732,0.4946564411572212,0.2735826024520059,0.2639390407271239,0.2720755842007846,0.3134574658962418,0.8603503490991374
Regulation Of Lamellipodium Assembly (GO:0010591),0.3235105467116647,0.245658214849648,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3135647547741646,0.6623396613508814
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.2712413687594854,0.2922113614896583,0.2503039514684358,0.2855504842939321,0.4724173536961352,0.3143449039415293,0.6593531280815934
Regulation Of Cell-Cell Adhesion (GO:0022407),0.3591905060500189,0.3688805902064014,0.3717322104379814,0.2380545074196623,0.2353457425764912,0.31464071133811106,0.6593531280815934
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.2353457425764912,0.31542851844678693,0.4749925452707119
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),0.3616567316904555,0.3714103241264114,0.3733832395283626,0.2380545074196623,0.2353457425764912,0.31597010906827655,0.6043323301873461
Autophagosome Maturation (GO:0097352),0.3616567316904555,0.3714103241264114,0.3733832395283626,0.2380545074196623,0.2353457425764912,0.31597010906827655,0.6043323301873461
Positive Regulation Of Response To External Stimulus (GO:0032103),0.3826353277315526,0.4002625430802131,0.2712880695995534,0.2605959660637374,0.2704756127940768,0.3170515038538267,0.7969100184606687
DNA Geometric Change (GO:0032392),0.31204496560729,0.3200411556081692,0.3210205242556826,0.3123616005424173,0.3242321718645964,0.3179400835756311,0.6593531280815934
Positive Regulation Of Lipid Kinase Activity (GO:0090218),0.31204496560729,0.3200411556081692,0.3210205242556826,0.3123616005424173,0.3242321718645964,0.3179400835756311,0.6593531280815934
Immunoglobulin Mediated Immune Response (GO:0016064),0.31204496560729,0.3200411556081692,0.3210205242556826,0.3123616005424173,0.3242321718645964,0.3179400835756311,0.8002906588848449
Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),0.31204496560729,0.3200411556081692,0.3210205242556826,0.3123616005424173,0.3242321718645964,0.3179400835756311,0.8002906588848449
Positive Regulation Of Cell-Cell Adhesion (GO:0022409),0.369397718169075,0.3794192198613891,0.3811937194118361,0.2380545074196623,0.2353457425764912,0.3206821814876907,0.6593531280815934
Protein-Containing Complex Disassembly (GO:0032984),0.4221150514247755,0.252273851131702,0.4371311381940423,0.2477566126351718,0.2468827831180634,0.32123188730075103,0.3289188294249496
Cardiac Muscle Tissue Morphogenesis (GO:0055008),0.317581597839384,0.3251006253280807,0.3251881490694995,0.3177370284035983,0.3292311695211939,0.32296771403235125,0.6593531280815934
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),0.317581597839384,0.3251006253280807,0.3251881490694995,0.3177370284035983,0.3292311695211939,0.32296771403235125,0.6593531280815934
Positive Regulation Of Apoptotic Process (GO:0043065),0.3732023903079325,0.2811480475950717,0.2849653983860896,0.4067105227364237,0.2846468299991079,0.3261346378049251,0.7271824576107939
miRNA Processing (GO:0035196),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.8169021968117282
Heterochromatin Formation (GO:0031507),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.6593531280815934
Proteoglycan Biosynthetic Process (GO:0030166),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.6623396613508814
Gluconeogenesis (GO:0006094),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.6623396613508814
Regulation Of Transcription By RNA Polymerase I (GO:0006356),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.6623396613508814
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.3218452310477013,0.3299585977207729,0.3306016698972056,0.3220588409379646,0.3335705943181549,0.32760698678435984,0.8169021968117282
Macroautophagy (GO:0016236),0.5547814559797196,0.3079634465873495,0.3110734182112096,0.2380545074196623,0.2353457425764912,0.32944371415488644,0.3663722295697449
Positive Regulation Of Inflammatory Response (GO:0050729),0.5547814559797196,0.3079634465873495,0.3110734182112096,0.2380545074196623,0.2353457425764912,0.32944371415488644,0.6593531280815934
Positive Regulation Of Cell Projection Organization (GO:0031346),0.317581597839384,0.3315600843635289,0.3335974419785399,0.3270491174095592,0.3397225212335423,0.3299021525649109,0.6593531280815934
Defense Response To Symbiont (GO:0140546),0.3666174457065569,0.3839659900042374,0.385517310980553,0.2560710971942112,0.2628852275046383,0.3310114142780394,0.7132990019952431
Regulation Of Amyloid-Beta Formation (GO:1902003),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3311618433009972,0.6593531280815934
Vasculogenesis (GO:0001570),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3311618433009972,0.8215894302790788
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3311618433009972,0.6623396613508814
Positive Regulation Of RNA Metabolic Process (GO:0051254),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3311618433009972,0.6593531280815934
Epithelial Tube Morphogenesis (GO:0060562),0.3235105467116647,0.3336436574838112,0.3338917567155493,0.3270491174095592,0.3377141381844019,0.3311618433009972,0.8215894302790788
Regulation Of Signal Transduction (GO:0009966),0.4475786060697047,0.3038643374254458,0.3047939400964174,0.293379400947433,0.3065256753409016,0.33122839197598053,0.6593531280815934
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),0.3385949130707377,0.2468588371408469,0.3549908571118305,0.3567137948081417,0.3681377677093943,0.33305923396819026,0.6593531280815934
Cellular Response To Amyloid-Beta (GO:1904646),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6593531280815934
Apoptotic Mitochondrial Changes (GO:0008637),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6593531280815934
Cellular Response To Hydrogen Peroxide (GO:0070301),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6593531280815934
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.8276217801713861
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.8276217801713861
Membrane Protein Proteolysis (GO:0033619),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6678907590769687
Positive Regulation Of Neuron Death (GO:1901216),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6678907590769687
Negative Regulation Of Cell Cycle Process (GO:0010948),0.3235105467116647,0.3368434840218673,0.337006806999152,0.3318595859532284,0.3407716923713348,0.33399842321144946,0.6678907590769687
Neuron Differentiation (GO:0030182),0.412174949499024,0.4292475353682004,0.2824217042351695,0.27085867670267,0.2814847804668557,0.3352375292543839,0.7066428294041398
Negative Regulation Of Cellular Catabolic Process (GO:0031330),0.2516282896471717,0.2578876981353985,0.456034414380114,0.4580337252541597,0.253854916493796,0.33548780878212797,0.3557674703168306
Regulation Of Protein Catabolic Process (GO:0042176),0.3235105467116647,0.3368434840218673,0.3376221440390433,0.3352632228381341,0.3478120604470369,0.33621029161154925,0.7143195289416082
Regulation Of Cell Motility (GO:2000145),0.3235105467116647,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.3514886014857062,0.3377006905672636,0.7143195289416082
Regulation Of mRNA Processing (GO:0050684),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.3468020973771467,0.33771978940691805,0.8334577961687446
Endoderm Formation (GO:0001706),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.3468020973771467,0.33771978940691805,0.8334577961687446
Hexose Biosynthetic Process (GO:0019319),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.3468020973771467,0.33771978940691805,0.6708864578125472
Macrophage Activation (GO:0042116),0.3282925450184967,0.3372391834843764,0.3400227779231141,0.3362423432314564,0.3468020973771467,0.33771978940691805,0.6708864578125472
Negative Regulation Of Growth (GO:0045926),0.3235105467116647,0.3372391834843764,0.3400227779231141,0.3393636333470882,0.3524088121856735,0.3385089907303834,0.7143195289416082
Regulation Of DNA Metabolic Process (GO:0051052),0.3235105467116647,0.3372391834843764,0.3400227779231141,0.3393636333470882,0.3524088121856735,0.3385089907303834,0.8798773386553165
Dephosphorylation (GO:0016311),0.6507578954836366,0.2600477409514843,0.265167603626427,0.254257592398799,0.2628852275046383,0.33862321199299705,0.637823232432471
Response To Cytokine (GO:0034097),0.3235105467116647,0.3388482178490964,0.342139020791157,0.3401043111383258,0.3551316084248772,0.33994674098302424,0.71684934294807
Negative Regulation Of Cell Growth (GO:0030308),0.3235105467116647,0.3388482178490964,0.342139020791157,0.3401043111383258,0.3551316084248772,0.33994674098302424,0.7997262927519346
Regulation Of Intracellular Protein Transport (GO:0033157),0.3334352371603851,0.3398575981167115,0.3427480184677273,0.3401043111383258,0.3522181031544229,0.34167265360751453,0.6786842505676554
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),0.3334352371603851,0.3398575981167115,0.3427480184677273,0.3401043111383258,0.3522181031544229,0.34167265360751453,0.8384386987403728
Negative Regulation Of Protein Kinase B Signaling (GO:0051898),0.3334352371603851,0.3398575981167115,0.3427480184677273,0.3401043111383258,0.3522181031544229,0.34167265360751453,0.8384386987403728
Positive Regulation Of Phospholipase C Activity (GO:0010863),0.3334352371603851,0.3398575981167115,0.3427480184677273,0.3401043111383258,0.3522181031544229,0.34167265360751453,0.8384386987403728
Interstrand Cross-Link Repair (GO:0036297),0.3334352371603851,0.3398575981167115,0.3427480184677273,0.3401043111383258,0.3522181031544229,0.34167265360751453,0.484577512749614
Ceramide Metabolic Process (GO:0006672),0.4029776808832622,0.4138136608601591,0.4172700211067376,0.2384210420706499,0.2376226962623058,0.3420210202366229,0.7718204589882313
Regulation Of Filopodium Assembly (GO:0051489),0.3591905060500189,0.245658214849648,0.3717322104379814,0.3711234975527842,0.3803381344702417,0.3456085126721348,0.5782708238704584
Positive Regulation Of miRNA Transcription (GO:1902895),0.2370914379365691,0.3688805902064014,0.3717322104379814,0.3711234975527842,0.3803381344702417,0.3458331741207955,0.4241424045465394
Positive Regulation Of Immune Effector Process (GO:0002699),0.3379050707676527,0.344774743809604,0.3482026853710146,0.3452774422593366,0.355559446527538,0.3463438777470292,0.6859493277574591
Calcium Ion Import Across Plasma Membrane (GO:0098703),0.3379050707676527,0.344774743809604,0.3482026853710146,0.3452774422593366,0.355559446527538,0.3463438777470292,0.8427958274969553
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),0.3591905060500189,0.5174322053979274,0.3131646939828728,0.3114611616604862,0.2376226962623058,0.34777425267072226,0.7565853239709256
Cellular Response To Oxygen-Containing Compound (GO:1901701),0.2773286610143205,0.3068273146648357,0.4246625021341894,0.3019471705736708,0.4412744928598326,0.35040802824936984,0.6593531280815934
Protein Dephosphorylation (GO:0006470),0.5992565061286796,0.3372391834843764,0.3400227779231141,0.2384210420706499,0.2381782407002967,0.3506235500614233,0.7143195289416082
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),0.3352079621850635,0.3495410358237518,0.3528981933621437,0.3529309516160651,0.3638763970743415,0.3508909080122731,0.6593531280815934
Positive Regulation Of Bone Mineralization (GO:0030501),0.3422259821830224,0.3495410358237518,0.3528981933621437,0.3503017386411332,0.3602843944936224,0.3510502689007347,0.8459510855826292
Maturation Of SSU-rRNA (GO:0030490),0.3422259821830224,0.3495410358237518,0.3528981933621437,0.3503017386411332,0.3602843944936224,0.3510502689007347,0.8459510855826292
Positive Regulation Of Myoblast Differentiation (GO:0045663),0.3422259821830224,0.3495410358237518,0.3528981933621437,0.3503017386411332,0.3602843944936224,0.3510502689007347,0.6593531280815934
Heart Looping (GO:0001947),0.3422259821830224,0.3495410358237518,0.3528981933621437,0.3503017386411332,0.3602843944936224,0.3510502689007347,0.6895966718948799
Hexose Metabolic Process (GO:0019318),0.2370914379365691,0.3766580035536396,0.3777386665542455,0.37809936238568,0.3882381983124076,0.35156513374850834,0.6064936075172899
Regulation Of Cell Adhesion (GO:0030155),0.3591905060500189,0.2600477409514843,0.3777386665542455,0.3799962996250997,0.3915652935275793,0.3537077013416855,0.6593531280815934
RNA Transport (GO:0050658),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.849660365807683
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.6980333411470989
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.6980333411470989
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.849660365807683
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.6980333411470989
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.6980333411470989
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),0.3458797834810096,0.354161129222425,0.3549908571118305,0.3543077191627971,0.3638558968755853,0.3546390771707295,0.6980333411470989
Response To Retinoic Acid (GO:0032526),0.2380417442982066,0.2468588371408469,0.432072982499598,0.431830398220575,0.4412744928598326,0.3580156910038118,0.6593531280815934
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.3493950484412714,0.3576882046103257,0.3594177752315337,0.3581693349390336,0.3681377677093943,0.35856162618631177,0.7006442454170451
Regulation Of Microtubule Polymerization (GO:0031113),0.3493950484412714,0.3576882046103257,0.3594177752315337,0.3581693349390336,0.3681377677093943,0.35856162618631177,0.6593531280815934
Positive Regulation Of Insulin Secretion (GO:0032024),0.3493950484412714,0.3576882046103257,0.3594177752315337,0.3581693349390336,0.3681377677093943,0.35856162618631177,0.8518477558627084
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),0.3493950484412714,0.3576882046103257,0.3594177752315337,0.3581693349390336,0.3681377677093943,0.35856162618631177,0.6593531280815934
Stem Cell Differentiation (GO:0048863),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.8562326617290932
Heart Contraction (GO:0060047),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.7132990019952431
Carbohydrate Catabolic Process (GO:0016052),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.6593531280815934
Lymphocyte Migration (GO:0072676),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.8562326617290932
Positive Regulation Of Ossification (GO:0045778),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.8562326617290932
Protein Localization To Lysosome (GO:0061462),0.3522574623368027,0.3601335625886322,0.3633413146023903,0.3610227930630673,0.3710138134536895,0.36155378920891645,0.8562326617290932
Erythrocyte Differentiation (GO:0030218),0.2370914379365691,0.3922664726451385,0.3949590023509301,0.3964192518847782,0.4044427549089973,0.36503578394528263,0.6593531280815934
