Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Regulation Of Protein Import Into Nucleus (GO:0042306),0.5035142545583244,0.2586020164658617,0.5463642166247297,0.5204192568060361,0.5155198038294663,0.46888390965688365,0.0030198871527976
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.5035142545583244,0.4953799509165136,0.3137720815926903,0.5204192568060361,0.5155198038294663,0.46972106954060616,0.1855147168912652
Aerobic Respiration (GO:0009060),0.6123269761702366,0.3391190420995849,0.4025933935990568,0.3703488454405895,0.6247741171630047,0.4698324748944945,1.7050471238858608e-05
Regulation Of Vesicle-Mediated Transport (GO:0060627),0.4519622902443831,0.4452332636722385,0.5091441551528711,0.4739813520805736,0.4696299782706087,0.46999020788413504,0.1485276808001292
Cellular Response To cAMP (GO:0071320),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.9999975905668662
Organic Cation Transport (GO:0015695),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.9255305536815992
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.1125895901239119
Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.3072866969875222
Positive Regulation Of Leukocyte Migration (GO:0002687),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.9999975905668662
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.7800210182711762
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.2016054613384853
Regulation Of Protein Localization To Cell Surface (GO:2000008),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.2016054613384853
Leukocyte Cell-Cell Adhesion (GO:0007159),0.4595401850898509,0.4536116514354573,0.5010981101374765,0.4765477788167958,0.4724325906716381,0.4726460632302437,0.9999975905668662
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),0.6789167020156471,0.393968511579352,0.4558457265725603,0.4220667714820418,0.4143936260600772,0.4730382675419357,1.0486569360953264e-05
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812),0.5078463946069764,0.2601964621920627,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.4732617018021886,0.0073858289351049
Negative Regulation Of Lymphocyte Proliferation (GO:0050672),0.5078463946069764,0.2601964621920627,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.4732617018021886,0.9999975905668662
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),0.5078463946069764,0.500925565562192,0.3137720815926903,0.5252214763860188,0.5209339921220167,0.47373990205397887,0.3570919452750915
Regulation Of Cell Cycle Process (GO:0010564),0.2721745155370648,0.3801840935158185,0.4602219882712158,0.4148375163874555,0.851289877283845,0.4757415981990799,1.1548962675068676e-07
Positive Regulation Of Developmental Process (GO:0051094),0.4801437778478496,0.4640133079650053,0.5617401602414105,0.5053482461543202,0.3719355518921502,0.4766362088201472,0.00029345397313704967
Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),0.4664581704436067,0.4598779188387931,0.5081890124122077,0.4845710931619085,0.479520004335617,0.47972323983842663,0.0049175563632516
Negative Regulation Of Osteoblast Differentiation (GO:0045668),0.4664581704436067,0.4598779188387931,0.5081890124122077,0.4845710931619085,0.479520004335617,0.47972323983842663,0.2609540755246468
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.4664581704436067,0.4598779188387931,0.5081890124122077,0.4845710931619085,0.479520004335617,0.47972323983842663,0.9999975905668662
Vesicle Budding From Membrane (GO:0006900),0.4664581704436067,0.4598779188387931,0.5081890124122077,0.4845710931619085,0.479520004335617,0.47972323983842663,0.0049175563632516
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.4664581704436067,0.4598779188387931,0.5081890124122077,0.4845710931619085,0.479520004335617,0.47972323983842663,0.1681848537923672
Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990),0.7209045974721024,0.4358411952330872,0.500439249905501,0.464382878761659,0.2846906760335171,0.48125171948117335,1.2974088698379418e-05
Cardiac Muscle Contraction (GO:0060048),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.8283015417800321
Positive Regulation Of DNA Binding (GO:0043388),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.6717233541232421
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.9999975905668662
Negative Regulation Of Epithelial Cell Migration (GO:0010633),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.3570919452750915
Regulation Of Protein Polymerization (GO:0032271),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.3570919452750915
Inositol Lipid-Mediated Signaling (GO:0048017),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.1485276808001292
Regulation Of Amyloid-Beta Formation (GO:1902003),0.4695579285875622,0.4640133079650053,0.5120446296328458,0.4893482223500014,0.4849626286432046,0.48398534343572386,0.1485276808001292
Neutrophil Migration (GO:1990266),0.414651780738086,0.4046290563036086,0.4686591034512972,0.4322252419130462,0.7040620063327804,0.4848454377477637,0.9999975905668662
Oxidative Phosphorylation (GO:0006119),0.633015683728997,0.3565405546711134,0.4115469156354805,0.3835030231841633,0.6454883973300528,0.48601891490996135,0.1257038327331737
Vesicle Organization (GO:0016050),0.4695579285875622,0.4598779188387931,0.5277636278672209,0.4907876243869503,0.4864091285543679,0.48687924564697893,0.0203006268227768
Organic Hydroxy Compound Biosynthetic Process (GO:1901617),0.5227314531535519,0.5158750273853008,0.3256295679018526,0.541004293435883,0.5365398555433244,0.4883560394839825,0.9999975905668662
Regulation Of Metal Ion Transport (GO:0010959),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.89825264565163
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.1231910767854953
ATP Metabolic Process (GO:0046034),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.3100299025636628
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.89825264565163
Cellular Response To Hydrogen Peroxide (GO:0070301),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.0613177802022522
Membrane Protein Proteolysis (GO:0033619),0.4744826463420554,0.4697003263914287,0.5191984655678236,0.4943740871167019,0.489669251933763,0.48948495547035453,0.0613177802022522
Positive Regulation Of miRNA Transcription (GO:1902895),0.5287119208629262,0.5216952727924205,0.5730108144915261,0.5468879397883625,0.2846906760335171,0.4909993247937505,0.2154708326349869
Actin Polymerization Or Depolymerization (GO:0008154),0.3237740375685655,0.5737115482488768,0.6266704117813485,0.3388195367210067,0.5948869282124362,0.49157249250644675,0.0460497869463997
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),0.4744826463420554,0.4641379486692294,0.5344184523455574,0.4963634835722236,0.4915800842870723,0.4921965230432276,0.0641793724053221
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.4744826463420554,0.4641379486692294,0.5344184523455574,0.4963634835722236,0.4915800842870723,0.4921965230432276,0.0020463483322981
Response To Amyloid-Beta (GO:1904645),0.5287119208629262,0.5216952727924205,0.3280254012974909,0.5468879397883625,0.5444397499752603,0.49395205694329214,0.9522693082673817
Neuron Differentiation (GO:0030182),0.3577884246760741,0.4873824294009898,0.5746897993089686,0.5281137463304604,0.5238226551296727,0.4943594109692331,0.9999975905668662
Regulation Of Axon Extension (GO:0030516),0.4815775272691353,0.4762166856344375,0.5275089572316398,0.5009455478693887,0.4959327852534773,0.4964363006516157,0.2636837339568588
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),0.4815775272691353,0.4762166856344375,0.5275089572316398,0.5009455478693887,0.4959327852534773,0.4964363006516157,0.1785898395438822
Regulation Of Cardiac Muscle Contraction (GO:0055117),0.4815775272691353,0.4762166856344375,0.5275089572316398,0.5009455478693887,0.4959327852534773,0.4964363006516157,0.9740059004558012
Regulation Of Organelle Assembly (GO:1902115),0.4259849842717804,0.6929058944574937,0.4776501897817646,0.447697804850198,0.4393371315584983,0.496715200983947,0.0066562348252086
Regulation Of Cytokinesis (GO:0032465),0.4259849842717804,0.4169452959093047,0.4776501897817646,0.447697804850198,0.7162268728771634,0.4969010295380422,0.0235666339301825
Regulation Of Cytoskeleton Organization (GO:0051493),0.3533176080001682,0.524769010524642,0.4115469156354805,0.3770052390351481,0.8181617599015721,0.49696010661940215,8.047186348191029e-05
Embryonic Organ Morphogenesis (GO:0048562),0.5341367260294978,0.2729037015523408,0.5790578972624094,0.552568586417134,0.5510248682819927,0.49793835590867486,0.1231199683398021
Ribosome Biogenesis (GO:0042254),0.3139005636038279,0.3009454804812898,0.2970676199562382,0.6862783001749111,0.8955515028029442,0.4987486934038422,4.5187432929191445e-11
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),0.4815775272691353,0.4702392761315939,0.5433646765503801,0.5036476306860157,0.4994457581654037,0.49965497376050577,0.929287049338372
MAPK Cascade (GO:0000165),0.4815775272691353,0.4702392761315939,0.5433646765503801,0.5036476306860157,0.4994457581654037,0.49965497376050577,0.0103110356091737
Histone Modification (GO:0016570),0.4315657127179451,0.6947790774263076,0.482004594269085,0.4488457575819977,0.4419487748088804,0.49982878336084313,1.0658228075199796e-06
Regulation Of Interleukin-8 Production (GO:0032677),0.4315657127179451,0.4196698685915067,0.482004594269085,0.4488457575819977,0.7193929782523797,0.5002957822825829,0.9999975905668662
Negative Regulation Of T Cell Proliferation (GO:0042130),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.9999975905668662
Histone Deacetylation (GO:0016575),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.0002938333010142496
Protein Destabilization (GO:0031648),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.1485276808001292
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.0054468505825558
Regulation Of Trans-Synaptic Signaling (GO:0099177),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.9999975905668662
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.9999975905668662
Neural Crest Cell Migration (GO:0001755),0.4875564975638419,0.4817404469528784,0.5322442798230433,0.5053482461543202,0.5021028242794886,0.5017984589547144,0.2463732229075231
Axon Development (GO:0061564),0.4860842966671873,0.4759609894358179,0.5464490614690155,0.5053482461543202,0.5021028242794886,0.5031890836011659,0.9999975905668662
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),0.4336719973193667,0.6987626468368008,0.4853204557851187,0.4531256954139637,0.4462671032802355,0.5034295797270971,0.001958994542374
Vesicle-Mediated Transport (GO:0016192),0.4366758847911775,0.4152285796678718,0.6478699613197465,0.5782480396627365,0.456883499336638,0.506981192955634,1.6112104676126539e-10
Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.4957219604529671,0.4873824294009898,0.5392530737448342,0.5133954413191641,0.5080110541821262,0.5087527918200163,0.9999975905668662
Melanosome Organization (GO:0032438),0.4957219604529671,0.4873824294009898,0.5392530737448342,0.5133954413191641,0.5080110541821262,0.5087527918200163,0.0320103366507866
RNA Stabilization (GO:0043489),0.4957219604529671,0.4873824294009898,0.5392530737448342,0.5133954413191641,0.5080110541821262,0.5087527918200163,0.3116377275584389
Protein Acylation (GO:0043543),0.4957219604529671,0.4873824294009898,0.5392530737448342,0.5133954413191641,0.5080110541821262,0.5087527918200163,0.0699743942186075
Mitotic Spindle Organization (GO:0007052),0.4410630597060574,0.4329419279367375,0.4947449330855621,0.7334375266809503,0.4550406009662406,0.5114456096751095,1.7050471238858608e-05
Regulation Of Mitotic Cell Cycle (GO:0007346),0.5707582337264375,0.5607046293671816,0.4455129658177817,0.3989932410111697,0.5903717746517013,0.5132681689148544,1.693328277693366e-06
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.5514887220932451,0.5438858618257081,0.595972121272711,0.3114834467334637,0.5673561421209806,0.5140372588092217,0.546517092422227
Sensory Perception Of Light Stimulus (GO:0050953),0.4970468061086252,0.4858318145626635,0.5571889686636763,0.5202722596393098,0.5152308419199885,0.5151141381788527,0.9999975905668662
Response To Transforming Growth Factor Beta (GO:0071559),0.5035142545583244,0.4953799509165136,0.5463642166247297,0.5204192568060361,0.5155198038294663,0.5162394965470141,0.0571225525901247
Cellular Response To Type I Interferon (GO:0071357),0.5035142545583244,0.4953799509165136,0.5463642166247297,0.5204192568060361,0.5155198038294663,0.5162394965470141,0.9999975905668662
Eye Development (GO:0001654),0.6085107847994353,0.6005868354927276,0.3940728898357298,0.3617345050942872,0.6209927795711014,0.5171795589586562,0.5554089925266257
Fatty Acid Biosynthetic Process (GO:0006633),0.6401034610115801,0.6325730495172927,0.4167777968550259,0.6601149613564226,0.2494401243775789,0.5198018786235801,0.9999975905668662
Odontogenesis (GO:0042476),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.7800210182711762
Regulation Of Mitotic Spindle Organization (GO:0060236),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.0021988362369341
Anterograde Axonal Transport (GO:0008089),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.0021988362369341
Internal Peptidyl-Lysine Acetylation (GO:0018393),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.0073858289351049
Negative Regulation Of Protein Secretion (GO:0050709),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.9999975905668662
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),0.5078463946069764,0.500925565562192,0.5521101837038682,0.5252214763860188,0.5209339921220167,0.5214075224762145,0.7800210182711762
Positive Regulation Of miRNA Metabolic Process (GO:2000630),0.5621949793139165,0.5554880514636028,0.6077153047360234,0.5813796812358092,0.3097919674329678,0.5233139968364638,0.1485276808001292
Positive Regulation Of Nervous System Development (GO:0051962),0.5621949793139165,0.2936298037158998,0.6077153047360234,0.5813796812358092,0.5781089224291451,0.5246057382861589,0.9999975905668662
Positive Regulation Of Signal Transduction (GO:0009967),0.551990174456481,0.5337653370911281,0.6364602652888871,0.5813796812358092,0.3199309817527086,0.5247052879650027,0.2753697468561884
Retinoid Metabolic Process (GO:0001523),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.9999975905668662
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.9999975905668662
Protein Deacetylation (GO:0006476),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.0004111718377570576
Nucleic Acid-Templated Transcription (GO:0097659),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.0762977958384008
Regulation Of Small Molecule Metabolic Process (GO:0062012),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.1377983148844888
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.5136394990919222,0.506247456620661,0.5571889686636763,0.5301813635418642,0.52536808465441,0.5265250745145067,0.9999975905668662
Cellular Response To Lipid (GO:0071396),0.4695579285875622,0.4552871753655305,0.5521101837038682,0.6675299953063469,0.489669251933763,0.5268309069794141,0.9999975905668662
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),0.3624814218007278,0.5338668039381264,0.6077153047360234,0.5706291229959713,0.5669870711314842,0.5283359449204668,0.6045044678915279
Dicarboxylic Acid Metabolic Process (GO:0043648),0.5680485118873813,0.5607046293671816,0.6115392695780043,0.5863708573628833,0.3175761676142172,0.5288478871619335,0.0776390830654492
Positive Regulation Of Cell Projection Organization (GO:0031346),0.5506689550721985,0.5376529585923442,0.6115392695780043,0.3835030231841633,0.5692164037530686,0.5305161220359558,0.5613641164625419
Positive Regulation Of Response To Biotic Stimulus (GO:0002833),0.5183450582865406,0.5115900458860888,0.5617401602414105,0.5364967698009407,0.5314357312985636,0.5319215531027088,0.9369591190932004
Protein Localization To Lysosome (GO:0061462),0.5183450582865406,0.5115900458860888,0.5617401602414105,0.5364967698009407,0.5314357312985636,0.5319215531027088,0.0294985570572006
Heart Contraction (GO:0060047),0.5183450582865406,0.5115900458860888,0.5617401602414105,0.5364967698009407,0.5314357312985636,0.5319215531027088,0.9369591190932004
Negative Regulation Of mRNA Catabolic Process (GO:1902373),0.5183450582865406,0.5115900458860888,0.5617401602414105,0.5364967698009407,0.5314357312985636,0.5319215531027088,0.407503682865902
Synaptic Vesicle Exocytosis (GO:0016079),0.5183450582865406,0.5115900458860888,0.5617401602414105,0.5364967698009407,0.5314357312985636,0.5319215531027088,0.9999975905668662
Sensory Perception (GO:0007600),0.5707582337264375,0.5641296953002747,0.6154805022709385,0.324874163668692,0.5865519824729274,0.5323589154878541,0.9999975905668662
Positive Regulation Of Metabolic Process (GO:0009893),0.5182413422200957,0.506247456620661,0.5767792021082591,0.5381283035801415,0.532346225928149,0.5343485060914612,0.9999975905668662
Glycerophospholipid Biosynthetic Process (GO:0046474),0.5182413422200957,0.506247456620661,0.5767792021082591,0.5381283035801415,0.532346225928149,0.5343485060914612,5.502318934241383e-05
Receptor Internalization (GO:0031623),0.5707582337264375,0.5641296953002747,0.3624815554531542,0.5886364213117495,0.5865519824729274,0.5345115776529087,0.4738312717207964
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),0.382407389380575,0.6538454247835839,0.7064501877374454,0.6798710482410709,0.2608084982336051,0.536676509675256,0.2246750007761819
Monocyte Chemotaxis (GO:0002548),0.5227314531535519,0.5158750273853008,0.5674886412635862,0.541004293435883,0.5365398555433244,0.5367278541563293,0.9999975905668662
Branching Morphogenesis Of An Epithelial Tube (GO:0048754),0.5227314531535519,0.5158750273853008,0.5674886412635862,0.541004293435883,0.5365398555433244,0.5367278541563293,0.2512377504652934
Stress-Activated MAPK Cascade (GO:0051403),0.5227314531535519,0.5158750273853008,0.5674886412635862,0.541004293435883,0.5365398555433244,0.5367278541563293,0.0235165876171907
Regulation Of Cell Cycle (GO:0051726),0.3624814218007278,0.7662375472536532,0.5617401602414105,0.499940789819732,0.4951432048418088,0.5371086247914665,7.910955031321876e-08
Organelle Organization (GO:0006996),0.4437858874849158,0.5338668039381264,0.5437780503336629,0.5886364213117495,0.5865519824729274,0.5393238291082765,5.550281001850159e-09
Regulation Of Insulin Secretion (GO:0050796),0.2847474924034427,0.7145029506244123,0.5011112334405178,0.7406166154625594,0.4624673218558553,0.5406891227573575,0.9999975905668662
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),0.5287119208629262,0.5216952727924205,0.5730108144915261,0.5468879397883625,0.5444397499752603,0.5429491395820991,0.1438700234923408
Learning (GO:0007612),0.5287119208629262,0.5216952727924205,0.5730108144915261,0.5468879397883625,0.5444397499752603,0.5429491395820991,0.9999975905668662
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),0.5287119208629262,0.5216952727924205,0.5730108144915261,0.5468879397883625,0.5444397499752603,0.5429491395820991,0.9999975905668662
Regulation Of Macromolecule Biosynthetic Process (GO:0010556),0.5816862095730063,0.5737115482488768,0.3704539124165178,0.5958429911496128,0.5948869282124362,0.5433163179200899,0.0041820996039289
Cellular Response To Metal Ion (GO:0071248),0.6047017464817784,0.3963430996014553,0.473632068689558,0.6240074505364563,0.6210151196628282,0.5439398969944153,0.9999975905668662
Circulatory System Development (GO:0072359),0.595163785995381,0.5816192883027907,0.3280254012974909,0.6134553404400969,0.6123328182269266,0.5461193268525373,1.4496808445616524e-05
Negative Regulation Of Protein Catabolic Process (GO:0042177),0.5858040976235889,0.5792659618255559,0.6304877989111093,0.6005946944858824,0.3379405342426111,0.5468186174177496,0.5967384484374411
Autophagosome Maturation (GO:0097352),0.5341367260294978,0.5269475308360312,0.5790578972624094,0.552568586417134,0.5510248682819927,0.5487471217654131,0.0017740255928853
Mitotic Spindle Assembly (GO:0090307),0.5341367260294978,0.5269475308360312,0.5790578972624094,0.552568586417134,0.5510248682819927,0.5487471217654131,0.0146598801743301
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),0.5341367260294978,0.5269475308360312,0.5790578972624094,0.552568586417134,0.5510248682819927,0.5487471217654131,0.0146598801743301
Heart Development (GO:0007507),0.707610887903357,0.6930400272285957,0.3137720815926903,0.5244363900963529,0.5195196413010192,0.551675805624403,1.6344295102521458e-05
Response To Peptide Hormone (GO:0043434),0.5928091172406802,0.5850838232362141,0.6364602652888871,0.6072578828519966,0.3431692579202724,0.5529560693076101,0.430281253781259
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.5310930261203999,0.5158750273853008,0.6077153047360234,0.555862518827676,0.5543278934609686,0.5529747541060737,0.2593460883182584
Regulation Of MAPK Cascade (GO:0043408),0.5816862095730063,0.5656377470001489,0.3704539124165178,0.4481022645077452,0.8008218415486676,0.5533403950092172,0.3431881800896507
Positive Regulation Of Intracellular Protein Transport (GO:0090316),0.5749671990570246,0.368466685214867,0.6364602652888871,0.5945024607278285,0.5925864480560078,0.5533966116689231,3.0846706892365724e-08
Regulation Of Protein Modification Process (GO:0031399),0.5411943348768347,0.5337653370911281,0.5856461427171648,0.5588559710542712,0.5570398030839759,0.5553003177646749,0.0118469323639131
Organic Hydroxy Compound Transport (GO:0015850),0.5411943348768347,0.5337653370911281,0.5856461427171648,0.5588559710542712,0.5570398030839759,0.5553003177646749,0.9999975905668662
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.5411943348768347,0.5337653370911281,0.5856461427171648,0.5588559710542712,0.5570398030839759,0.5553003177646749,0.4870098875442935
Central Nervous System Development (GO:0007417),0.4465085021357315,0.5687997171835437,0.5322442798230433,0.4714360412424532,0.7784633471341049,0.5594903775037754,0.5469887531549884
Response To Hydrogen Peroxide (GO:0042542),0.5461796516909336,0.5376529585923442,0.5902377186863667,0.5657696875424599,0.5620992780387574,0.5603878589101723,0.0461714687477484
Intracellular Protein Transmembrane Transport (GO:0065002),0.5461796516909336,0.5376529585923442,0.5902377186863667,0.5657696875424599,0.5620992780387574,0.5603878589101723,0.00027272410230039305
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),0.3497175426783173,0.5173362966731424,0.5902377186863667,0.5521053260227409,0.8135128102916445,0.5645819388704423,0.0006633375383700066
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),0.5461796516909336,0.5338668039381264,0.6077153047360234,0.5706291229959713,0.5669870711314842,0.5650755908985078,0.9999975905668662
Regulation Of Interleukin-2 Production (GO:0032663),0.5514887220932451,0.5438858618257081,0.595972121272711,0.5725141336719266,0.5673561421209806,0.5662433961969143,0.9999975905668662
Regulation Of Wound Healing (GO:0061041),0.5514887220932451,0.5438858618257081,0.595972121272711,0.5725141336719266,0.5673561421209806,0.5662433961969143,0.8950586249543655
Establishment Of Protein Localization To Organelle (GO:0072594),0.4410630597060574,0.4329419279367375,0.4947449330855621,0.7334375266809503,0.7316978495903518,0.5667770593999318,0.00042719886662857294
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),0.3887336620786742,0.6574671466081747,0.7104550684991445,0.4056981934169505,0.6799912896478583,0.5684690720501605,0.0047176108645581
Regulation Of Protein Binding (GO:0043393),0.5506689550721985,0.5376529585923442,0.6115392695780043,0.574348999122503,0.5692164037530686,0.5686853172236238,0.005615636078463
Cell-Cell Junction Assembly (GO:0007043),0.6656123662319217,0.6574671466081747,0.4455129658177817,0.4056981934169505,0.6799912896478583,0.5708563923445374,0.4673994787531771
Regulation Of Protein-Containing Complex Assembly (GO:0043254),0.5525329269863796,0.5404581255780774,0.6148466243167285,0.5770362855206517,0.5726318840940747,0.5715011692991824,0.014086668970637
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.5572952664025778,0.5507308593003989,0.6027357165538516,0.5770362855206517,0.5726318840940747,0.5720860023743108,0.0599627296076067
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.5572952664025778,0.5507308593003989,0.6027357165538516,0.5770362855206517,0.5726318840940747,0.5720860023743108,0.864302724299312
Oligosaccharide Metabolic Process (GO:0009311),0.5572952664025778,0.5507308593003989,0.6027357165538516,0.5770362855206517,0.5726318840940747,0.5720860023743108,0.9999975905668662
Regulation Of miRNA Transcription (GO:1902893),0.6123269761702366,0.6046980899723848,0.6560740581086866,0.628910650267493,0.359984191499575,0.5723987932036753,0.1410231511124006
Glucose Homeostasis (GO:0042593),0.4465085021357315,0.4384645537789021,0.5011112334405178,0.7406166154625594,0.7398682676652066,0.5733138344965834,0.6005533707714721
Plasma Membrane Organization (GO:0007009),0.6699984716143847,0.6614176832058332,0.4494032343684678,0.6886526951486643,0.4029520718049263,0.5744848312284553,0.053529584852253
Regulation Of Signal Transduction (GO:0009966),0.5545802174258417,0.5376529585923442,0.6282554094287279,0.5813796812358092,0.5777299007044239,0.5759196334774295,0.0337998287067474
Negative Regulation Of Cell Motility (GO:2000146),0.5971089016028979,0.3897376977469221,0.6596565420982403,0.6177102221045492,0.6162800101129073,0.5760986747331034,0.0288781171567431
Interferon-Mediated Signaling Pathway (GO:0140888),0.5621949793139165,0.5554880514636028,0.6077153047360234,0.5813796812358092,0.5781089224291451,0.5769773878356993,0.9999975905668662
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),0.5621949793139165,0.5554880514636028,0.6077153047360234,0.5813796812358092,0.5781089224291451,0.5769773878356993,0.0249563852231275
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),0.5621949793139165,0.5554880514636028,0.6077153047360234,0.5813796812358092,0.5781089224291451,0.5769773878356993,0.9999975905668662
