Term,Adjusted P-value using selected genes (82712),Adjusted P-value using selected genes (29873),Adjusted P-value using selected genes (52382),Adjusted P-value using selected genes (19442),Adjusted P-value using selected genes (79815),Avg. adjusted P-value using selected genes,Adjusted P-value using all expressed genes
Branching Morphogenesis Of An Epithelial Tube (GO:0048754),0.3406577985414298,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.542200200377279,0.2429433504769355
Substantia Nigra Development (GO:0021762),0.590114484886372,0.343643898735836,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.542640706313897,0.3216963223580027
Membrane Protein Proteolysis (GO:0033619),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.2793450975095523
Sister Chromatid Segregation (GO:0000819),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.0177828657871463
Negative Regulation Of Mitotic Cell Cycle (GO:0045930),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.0439003298665426
Cellular Response To Amyloid-Beta (GO:1904646),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.725487854300617
Regulation Of DNA Biosynthetic Process (GO:2000278),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.0984439788896284
Response To Estrogen (GO:0043627),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.5715154618493735
Regulation Of Blood Circulation (GO:1903522),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.999997650764369
Negative Regulation Of JNK Cascade (GO:0046329),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.2793450975095523
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.8717241776672243
Regulation Of Metal Ion Transport (GO:0010959),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.8717241776672243
Regulation Of Neuronal Synaptic Plasticity (GO:0048168),0.5390773076098719,0.5417693845640439,0.5428074766687783,0.5475973810564262,0.542969384127747,0.5428441868053735,0.999997650764369
Positive Regulation Of Programmed Cell Death (GO:0043068),0.6280107584223034,0.4920282712531868,0.4914578002688056,0.5018356223795077,0.6289404929930222,0.5484545890633651,0.0711110522758433
Positive Regulation Of Neuron Projection Development (GO:0010976),0.5463029144367294,0.5494853701368146,0.5483418832039735,0.5552662571118624,0.5501583015656138,0.5499109452909987,0.5915975830049984
Steroid Metabolic Process (GO:0008202),0.5463029144367294,0.5494853701368146,0.5483418832039735,0.5552662571118624,0.5501583015656138,0.5499109452909987,0.999997650764369
One-Carbon Compound Transport (GO:0019755),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.999997650764369
Regulation Of Axon Extension (GO:0030516),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.2429433504769355
Regulation Of Cellular Senescence (GO:2000772),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.2429433504769355
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.3561868189788333
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.0138537571145301
Positive Regulation Of Cell Development (GO:0010720),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.999997650764369
Regulation Of Cardiac Muscle Contraction (GO:0055117),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.999997650764369
Adherens Junction Organization (GO:0034332),0.5463029144367294,0.5494853701368146,0.549975971374983,0.5552662571118624,0.5501583015656138,0.5502377629252007,0.8254364676261733
Positive Regulation Of Protein Kinase B Signaling (GO:0051897),0.549863679786981,0.5545382678967509,0.5509174565356666,0.5614247381892453,0.5537368130238072,0.5540961910864902,0.999997650764369
Cellular Response To Type II Interferon (GO:0071346),0.4421692145766121,0.4463357143704355,0.7162126643989223,0.7218735277126894,0.4449551503593729,0.5543092542836064,0.999997650764369
Regulation Of Erythrocyte Differentiation (GO:0045646),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.0293885436269586
Negative Regulation Of T Cell Proliferation (GO:0042130),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.999997650764369
Protein Destabilization (GO:0031648),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.2170774746692908
Regulation Of Trans-Synaptic Signaling (GO:0099177),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.999997650764369
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.999997650764369
Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.0030268893111844
Regulation Of Intracellular Protein Transport (GO:0033157),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.0106325935491798
Histone Deacetylation (GO:0016575),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.0006568308152400128
Neural Crest Cell Migration (GO:0001755),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.6269254207275672
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.6269254207275672
Positive Regulation Of Phospholipase C Activity (GO:0010863),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5618337760663635,0.555050922651892,0.5553663337935099,0.999997650764369
Sphingolipid Metabolic Process (GO:0006665),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5623957452609403,0.555050922651892,0.5554787276324253,0.1071571619859321
Peptidyl-Lysine Modification (GO:0018205),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5623957452609403,0.555050922651892,0.5554787276324253,0.1529901764360747
Vesicle Organization (GO:0016050),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5623957452609403,0.555050922651892,0.5554787276324253,0.045533321679767
"Regulation Of mRNA Splicing, Via Spliceosome (GO:0048024)",0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5623957452609403,0.555050922651892,0.5554787276324253,0.00016228109044376333
Epithelium Development (GO:0060429),0.5508984510670301,0.5550208587195595,0.5540276604627044,0.5632187612234147,0.555050922651892,0.5556433308249202,0.6183356884295064
Organic Hydroxy Compound Transport (GO:0015850),0.6090167149299542,0.6099906553506539,0.3564758601423278,0.6154372151130354,0.6096430004113069,0.5601126891894557,0.999997650764369
Positive Regulation Of Epithelial Cell Migration (GO:0010634),0.55650714846014,0.5613204553391922,0.5574515149803825,0.5680998569470671,0.560694323957854,0.5608146599369273,0.0018305745230086
Melanosome Organization (GO:0032438),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.0080897018845262
Spliceosomal snRNP Assembly (GO:0000387),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.0004719283095201103
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.1071571619859321
Positive Regulation Of Immune Effector Process (GO:0002699),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.999997650764369
RNA Stabilization (GO:0043489),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.2902223581988977
Type I Interferon-Mediated Signaling Pathway (GO:0060337),0.5594622382616692,0.5624812588095351,0.5613876116735066,0.5680998569470671,0.5636261995068909,0.5630114330397338,0.999997650764369
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.5604958899990191,0.564982760264854,0.5613876116735066,0.5720686237973761,0.5646599934939809,0.5647189758457474,0.0117780402562892
Cellular Response To Oxygen-Containing Compound (GO:1901701),0.5643162675365814,0.5707011846700127,0.5613876116735066,0.5813705723467125,0.5685011621576279,0.5692553596768881,0.999997650764369
Regulation Of Protein Localization (GO:0032880),0.5659814636427777,0.5707011846700127,0.566124196938657,0.576475799185412,0.5701635113467433,0.5698892311567205,0.509859127253162
Monocarboxylic Acid Metabolic Process (GO:0032787),0.5659814636427777,0.5707011846700127,0.566124196938657,0.576475799185412,0.5701635113467433,0.5698892311567205,0.9416463863950252
Response To Transforming Growth Factor Beta (GO:0071559),0.5673751915501611,0.5707011846700127,0.5692792185954485,0.576475799185412,0.5715372003016966,0.5710737188605463,0.0900948242463517
Cellular Response To Type I Interferon (GO:0071357),0.5673751915501611,0.5707011846700127,0.5692792185954485,0.576475799185412,0.5715372003016966,0.5710737188605463,0.999997650764369
Heart Looping (GO:0001947),0.5673751915501611,0.5707011846700127,0.5692792185954485,0.576475799185412,0.5715372003016966,0.5710737188605463,0.0061892367396748
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),0.5673751915501611,0.5707011846700127,0.5692792185954485,0.576475799185412,0.5715372003016966,0.5710737188605463,0.999997650764369
Positive Regulation Of Cell Differentiation (GO:0045597),0.568278952362131,0.574482418627954,0.566124196938657,0.5813705723467125,0.5724400211297177,0.5725392322810345,0.0490760210065369
Response To Lipopolysaccharide (GO:0032496),0.5684631905010005,0.5744116442850302,0.5689153794385362,0.5813705723467125,0.5726180469697518,0.5731557667082063,0.999997650764369
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),0.5694333687671378,0.5744116442850302,0.5695110248459816,0.5813705723467125,0.5731762700322905,0.5735805760554304,0.2474343944702945
MAPK Cascade (GO:0000165),0.5694333687671378,0.5744116442850302,0.5695110248459816,0.5813705723467125,0.5731762700322905,0.5735805760554304,0.0152010601768415
Lipid Biosynthetic Process (GO:0008610),0.4636197673828749,0.4675686826569578,0.7343081013591167,0.4756286231036786,0.7370527667024146,0.5756355882410086,0.4976116506886068
Myelination (GO:0042552),0.3633042908534462,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.5759531437990482,0.4718684784160193
Regulation Of Mitotic Spindle Organization (GO:0060236),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.0047283102799602
Negative Regulation Of Lymphocyte Proliferation (GO:0050672),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.999997650764369
Odontogenesis (GO:0042476),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.992466519249961
Vesicle Cytoskeletal Trafficking (GO:0099518),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.6214738223522265
Negative Regulation Of Protein Secretion (GO:0050709),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.999997650764369
Heterochromatin Organization (GO:0070828),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.014455552364602
Neuron Projection Extension (GO:1990138),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.3161952052166117
Internal Peptidyl-Lysine Acetylation (GO:0018393),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.014455552364602
Negative Regulation Of Transport (GO:0051051),0.5722680151490256,0.5758767316946947,0.5752833595847222,0.5813705723467125,0.5759499321622695,0.576149722187485,0.3161952052166117
Response To UV (GO:0009411),0.5773029468421228,0.5798489470166132,0.5777335815987014,0.5862475039990517,0.5809020632030267,0.5804070085319031,0.0014003185211404
Antimicrobial Humoral Response (GO:0019730),0.5773029468421228,0.5798489470166132,0.5777335815987014,0.5862475039990517,0.5809020632030267,0.5804070085319031,0.999997650764369
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.413373991154053
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.999997650764369
Regulation Of Microtubule Polymerization (GO:0031113),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.0113016755926012
Retinoid Metabolic Process (GO:0001523),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.999997650764369
Cellular Response To Heat (GO:0034605),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.725487854300617
Protein Deacetylation (GO:0006476),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.00094303536645202
Regulation Of Protein Dephosphorylation (GO:0035304),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.0621567660166443
Nucleic Acid-Templated Transcription (GO:0097659),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.0621567660166443
Endothelial Cell Migration (GO:0043542),0.577681009786814,0.5798489470166132,0.580615260071182,0.5862475039990517,0.5809020632030267,0.5810589568153375,0.725487854300617
Negative Regulation Of Protein Phosphorylation (GO:0001933),0.5381933310156628,0.5417693845640439,0.7370693614379663,0.5475973810564262,0.5421606259179729,0.5813580167984144,3.459580272879341e-06
Antibacterial Humoral Response (GO:0019731),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.3772982547339586,0.5821277638179063,0.999997650764369
Regulation Of Neuron Projection Development (GO:0010975),0.6123772915406311,0.4585261252105889,0.6097701722822795,0.6206411139194158,0.6134062521794831,0.5829441910264797,0.2892933754044907
Sensory Perception Of Light Stimulus (GO:0050953),0.584414161715258,0.5854973587255695,0.5856783195420533,0.5925160750084458,0.5868037364837038,0.5869819302950061,0.999997650764369
Visual System Development (GO:0150063),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.6643719359191459
Synaptic Vesicle Exocytosis (GO:0016079),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.999997650764369
Stem Cell Differentiation (GO:0048863),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.3687671571319117
Negative Regulation Of mRNA Catabolic Process (GO:1902373),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.3687671571319117
Positive Regulation Of Response To Biotic Stimulus (GO:0002833),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.999997650764369
Positive Regulation Of Viral Process (GO:0048524),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.2570405361750786
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.0232671754434264
Heart Contraction (GO:0060047),0.584414161715258,0.5854973587255695,0.5860962709244557,0.5925160750084458,0.5868037364837038,0.5870655205714865,0.9237584260409826
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),0.3770251189470561,0.6391207694412879,0.6384644931809419,0.6447527057905844,0.6387345140498603,0.5876195202819461,0.0731963287366653
Extracellular Matrix Organization (GO:0030198),0.457521816059864,0.6205989888550982,0.6148717897746507,0.6276773126290198,0.6176707129311443,0.5876681240499554,0.999997650764369
Monocyte Chemotaxis (GO:0002548),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.999997650764369
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.4709804273552053
Ceramide Biosynthetic Process (GO:0046513),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.742121858076728
Stress-Activated MAPK Cascade (GO:0051403),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.0187841578185468
Collagen Fibril Organization (GO:0030199),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.6183356884295064
Determination Of Heart Left/Right Asymmetry (GO:0061371),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.0069032559679454
Cellular Response To Glucose Starvation (GO:0042149),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.0844651272612113
Embryonic Heart Tube Morphogenesis (GO:0003143),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.0020944021180861
Translational Elongation (GO:0006414),0.590114484886372,0.5908980553976877,0.5901119317887392,0.5972785231961488,0.5920546929623892,0.5920915376462674,0.3216963223580027
Membrane Organization (GO:0061024),0.590114484886372,0.5929697354654884,0.5901119317887392,0.6018347195089493,0.5920546929623892,0.5934171129223876,0.0002372577917091959
Positive Regulation Of Phosphorylation (GO:0042327),0.5924216460344389,0.5961854001274864,0.5901119317887392,0.6035586980107388,0.5943634656301451,0.5953282283183097,0.1038962010822176
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.999997650764369
Glycolipid Biosynthetic Process (GO:0009247),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.4174047072942608
Regulation Of JUN Kinase Activity (GO:0043506),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.3036022959723437
Negative Regulation Of BMP Signaling Pathway (GO:0030514),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.5702381366027794
Learning (GO:0007612),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.9416463863950252
Response To Amyloid-Beta (GO:1904645),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.9416463863950252
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),0.596371475232565,0.5972242283720609,0.5971380564455603,0.6035586980107388,0.598278423315529,0.5985141762752908,0.2074328447599278
Blood Vessel Morphogenesis (GO:0048514),0.3867365049658975,0.6510432687822587,0.6503403907832981,0.6564071731352963,0.6506844082162997,0.5990423491766101,0.021661526334346
Vesicle-Mediated Transport (GO:0016192),0.5722680151490256,0.5798489470166132,0.6900936266868283,0.5862475039990517,0.5759499321622695,0.6008816050027577,7.492570695026583e-10
Regulation Of Gene Expression (GO:0010468),0.5961620953388443,0.5356348848318481,0.6593971675129188,0.6154372151130354,0.5981101716317742,0.6009483068856841,0.737747587512146
Extracellular Matrix Disassembly (GO:0022617),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.999997650764369
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.999997650764369
Response To Unfolded Protein (GO:0006986),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.0039819555749714
Nucleus Organization (GO:0006997),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.0039819555749714
Autophagosome Maturation (GO:0097352),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.0039819555749714
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),0.6024024605604467,0.6035814238050311,0.60312652162547,0.6108262152795579,0.6034627779114738,0.6046798798363959,0.0288894735963038
Regulation Of Cellular Response To Stress (GO:0080135),0.6024024605604467,0.6035814238050311,0.6022879143739722,0.6116775472952951,0.6034627779114738,0.6046824247892438,0.00012789729642339372
Positive Regulation Of Autophagy (GO:0010508),0.6024024605604467,0.6035814238050311,0.6022879143739722,0.6116775472952951,0.6034627779114738,0.6046824247892438,0.1454017160244428
Heart Development (GO:0007507),0.6024024605604467,0.6049915855070769,0.6022599457141421,0.614137763547975,0.6034627779114738,0.6054509066482229,5.715636596090602e-05
Response To Tumor Necrosis Factor (GO:0034612),0.6064052447844964,0.6083484704109822,0.6045862105054903,0.6154372151130354,0.6070543742675172,0.6083663030163043,0.999997650764369
Positive Regulation Of DNA Metabolic Process (GO:0051054),0.6064052447844964,0.6083484704109822,0.6045862105054903,0.6154372151130354,0.6070543742675172,0.6083663030163043,0.0002372577917091959
Regulation Of Telomerase Activity (GO:0051972),0.6090167149299542,0.6099906553506539,0.6097177299162546,0.6154372151130354,0.6096430004113069,0.6107610631442411,0.0030761648010869
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.6090167149299542,0.6099906553506539,0.6097177299162546,0.6154372151130354,0.6096430004113069,0.6107610631442411,0.4717917022494363
Negative Regulation Of Response To Biotic Stimulus (GO:0002832),0.6090167149299542,0.6099906553506539,0.6097177299162546,0.6154372151130354,0.6096430004113069,0.6107610631442411,0.8686688845362055
Negative Regulation Of Cellular Metabolic Process (GO:0031324),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.215129124388253
Regulation Of Fibroblast Proliferation (GO:0048145),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.3036022959723437
Cellular Component Disassembly (GO:0022411),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.999997650764369
Regulation Of Interleukin-10 Production (GO:0032653),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.999997650764369
Development Of Primary Male Sexual Characteristics (GO:0046546),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.999997650764369
Epithelial Cell Migration (GO:0010631),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.5670451313547977
Protein Sumoylation (GO:0016925),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.3036022959723437
Male Gonad Development (GO:0008584),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.999997650764369
Regulation Of mRNA Catabolic Process (GO:0061013),0.6134096647569888,0.6156604683297762,0.6148618021824596,0.6206411139194158,0.6147945652841044,0.6158735228945489,0.0001442603405811731
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),0.6158608504810157,0.6195233244225045,0.6151904881074087,0.6262867828248113,0.6176437155245035,0.6189010322720487,0.0988169526899688
T Cell Activation (GO:0042110),0.6158608504810157,0.6195233244225045,0.6151904881074087,0.6262867828248113,0.6176437155245035,0.6189010322720487,0.999997650764369
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.6204145171344686,0.6223122705938474,0.6218690292452356,0.6276773126290198,0.6217869351394787,0.62281201294841,0.9039312361728332
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),0.6204145171344686,0.6223122705938474,0.6218690292452356,0.6276773126290198,0.6217869351394787,0.62281201294841,0.0336957337958289
Regulation Of Protein Ubiquitination (GO:0031396),0.6256243803089153,0.6279739869808014,0.625406810460895,0.6336998229750015,0.626996961826037,0.62794039251033,0.0037484152447869
Regulation Of DNA Binding (GO:0051101),0.6264191956872008,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.6285761247657992,0.4718684784160193
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",0.6264191956872008,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.6285761247657992,7.739546894388782e-05
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.6264191956872008,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.6285761247657992,0.334976672888832
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.6264191956872008,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.6285761247657992,0.9521670609756814
Oligosaccharide Metabolic Process (GO:0009311),0.6264191956872008,0.6279739869808014,0.6274356805143746,0.6336998229750015,0.6273519376716173,0.6285761247657992,0.999997650764369
Regulation Of Cytoskeleton Organization (GO:0051493),0.6283843802349326,0.6317287858743101,0.6274615961271813,0.6385638162744524,0.6293092945472489,0.6310895746116251,6.31732890258834e-05
Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),0.6301948314857461,0.6326108854116662,0.6274615961271813,0.6414742925269322,0.6318943753102443,0.632727196172354,0.9089952323939146
Negative Regulation Of DNA Metabolic Process (GO:0051053),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.999997650764369
Erythrocyte Differentiation (GO:0030218),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.0447954846262639
Interferon-Mediated Signaling Pathway (GO:0140888),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.999997650764369
Positive Regulation Of Nervous System Development (GO:0051962),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.999997650764369
Negative Regulation Of T Cell Activation (GO:0050868),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.999997650764369
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043154),0.6301948314857461,0.6326108854116662,0.6319710311837087,0.6385638162744524,0.6318943753102443,0.6330469879331635,0.226071408233604
